id,name,listing_url,price,room_type,property_type,accommodates,bedrooms,beds,bathrooms_text,amenities,minimum_nights,neighbourhood_cleansed,latitude,longitude,review_scores_rating,review_scores_value,review_scores_cleanliness,review_scores_location,review_scores_checkin,review_scores_communication,review_scores_accuracy,number_of_reviews,host_is_superhost,host_response_rate,host_acceptance_rate,host_identity_verified,calculated_host_listings_count,availability_365,instant_bookable,dist_to_station,stations_within_500m,dist_to_Tokyo,dist_to_Shibuya,land_price,dist_to_land
1005516798910174401,御風閣203下-山手線【新宿2分】繁华地带的和风住宅！车站步行8分新大久保商业街，免费wifi,https://www.airbnb.com/rooms/1005516798910174401,"$90,000.00",Entire home/apt,Entire rental unit,3,1.0,1.0,1 bath,"[""Fire extinguisher"", ""Wifi"", ""Smoke alarm"", ""Air conditioning"", ""Exterior or entryway security camera present"", ""Carbon monoxide alarm"", ""Washer"", ""TV"", ""Kitchen""]",1,Taito Ku,35.72543,139.78617,4.7,4.6,4.8,4.5,4.8,5.0,4.5,10,f,100%,100%,t,8,269,f,693.3309623656792,0.0,6433.812669155087,13133.400617805471,960000,344.17316497834867
1005557395556079218,N8シェアハウスの一部屋。西荻窪駅徒歩10分、新宿駅まで約10分,https://www.airbnb.com/rooms/1005557395556079218,"$5,558.00",Private room,Private room in home,4,1.0,0.0,1 shared bath,"[""Pets allowed"", ""Hot water"", ""Shampoo"", ""Washer"", ""Fire extinguisher"", ""Essentials"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Wifi"", ""Lock on bedroom door"", ""Heating"", ""Smoke alarm"", ""Air conditioning"", ""Exterior or entryway security camera present"", ""Refrigerator"", ""Bed linens"", ""Lockbox""]",3,Suginami Ku,35.69807,139.60426,4.0,4.25,3.17,4.42,4.25,4.42,4.0,12,f,100%,100%,t,7,44,t,948.8097133022272,0.0,18178.574517214427,12053.544439647849,768000,162.48517121990653
1005595391761040216,【ロングステイ】池袋駅徒歩7分/アクセス性抜群/ポケットWi－Fiあり/最大3名,https://www.airbnb.com/rooms/1005595391761040216,"$6,500.00",Entire home/apt,Entire rental unit,3,1.0,3.0,1 bath,"[""Hangers"", ""Room-darkening shades"", ""Elevator"", ""Hot water"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Stove"", ""Essentials"", ""Dishes and silverware"", ""Kitchen"", ""Hair dryer"", ""Wifi"", ""Patio or balcony"", ""Bathtub"", ""Heating"", ""Smoke alarm"", ""Air conditioning"", ""Microwave"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Bed linens"", ""Pocket wifi"", ""TV"", ""Long term stays allowed""]",32,Toshima Ku,35.73092,139.71682,3.75,3.5,4.25,4.5,3.75,4.5,4.0,4,f,100%,100%,t,2,200,t,617.9691388144208,0.0,8742.688436265546,10018.931737902769,3290000,197.13562789388808
1005708561401910722,西新宿201 Kaishu's cozy House I,https://www.airbnb.com/rooms/1005708561401910722,"$12,472.00",Entire home/apt,Entire rental unit,3,1.0,0.0,1 bath,"[""Keypad"", ""Hangers"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Hot water"", ""Clothing storage"", ""Shampoo"", ""Iron"", ""Dryer"", ""Essentials"", ""Conditioner"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Mini fridge"", ""Hair dryer"", ""Wifi"", ""Shower gel"", ""Heating"", ""Smoke alarm"", ""Air conditioning"", ""Microwave"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cleaning products"", ""Cooking basics"", ""TV""]",2,Nakano Ku,35.69902,139.68178,4.67,4.71,4.86,4.81,4.76,4.81,4.81,21,f,100%,100%,t,54,117,f,204.66688876646103,3.0,9710.582380128504,5904.989741551118,2890000,309.385025143552
1006043159467241458,温泉付き　シンプルで便利なお部屋: 上野・浅草アクセス良好,https://www.airbnb.com/rooms/1006043159467241458,"$14,812.00",Entire home/apt,Entire rental unit,2,1.0,0.0,1 bath,"[""Fire extinguisher"", ""First aid kit"", ""Self check-in"", ""Hair dryer"", ""Wifi"", ""Smoke alarm"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Building staff"", ""TV""]",1,Taito Ku,35.70992976933751,139.7851072575103,4.98,4.98,4.94,4.98,4.98,5.0,4.98,47,t,100%,96%,t,3,66,f,379.39346906312113,1.0,4441.5321265210505,11663.545271920237,1180000,504.136872986154
1006051089570481364,Tokyo sia home 701（2）,https://www.airbnb.com/rooms/1006051089570481364,"$11,400.00",Entire home/apt,Entire rental unit,4,1.0,2.0,1 bath,"[""Extra pillows and blankets"", ""Hangers"", ""Room-darkening shades"", ""Elevator"", ""Hot water"", ""Clothing storage"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Stove"", ""Body soap"", ""Essentials"", ""Paid parking off premises"", ""Conditioner"", ""Dedicated workspace"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Wifi"", ""Shower gel"", ""Hot tub"", ""Single level home"", ""Heating"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cleaning products"", ""Cooking basics"", ""Lockbox"", ""Dining table"", ""Long term stays allowed""]",2,Sumida Ku,35.69361204190137,139.79368584650285,4.62,4.59,4.51,4.79,4.74,4.9,4.69,39,f,100%,99%,t,52,37,t,296.1043778040328,1.0,3483.644160141221,11336.6182415275,1310000,246.23044761077423
1006202511276519087,【B】　渋谷駅から徒歩4分！　繁華街の中心！　観光地へのアクセス良好！,https://www.airbnb.com/rooms/1006202511276519087,"$22,791.00",Entire home/apt,Entire rental unit,2,1.0,2.0,1 bath,"[""Hangers"", ""Room-darkening shades"", ""Elevator"", ""Washer \u2013\u00a0In building"", ""Hot water"", ""Clothing storage"", ""Shampoo"", ""Body soap"", ""Essentials"", ""Dryer \u2013 In building"", ""Conditioner"", ""Dedicated workspace"", ""Self check-in"", ""Mini fridge"", ""Hair dryer"", ""Wifi"", ""Shower gel"", ""Bathtub"", ""Heating"", ""Air conditioning"", ""Bed linens"", ""Cleaning products"", ""Lockbox"", ""Long term stays allowed""]",1,Shibuya Ku,35.6590763,139.6964422,4.44,4.33,4.56,4.78,4.64,4.62,4.62,55,f,100%,100%,t,4,226,t,375.5738195594397,2.0,8350.973807892375,533.132011894814,2310000,141.30850970684295
1006210269168437014,【C】　渋谷駅から徒歩4分！　繁華街の中心！　観光地へのアクセス良好！,https://www.airbnb.com/rooms/1006210269168437014,"$19,972.00",Entire home/apt,Entire rental unit,2,1.0,2.0,1 bath,"[""Hangers"", ""Room-darkening shades"", ""Elevator"", ""Washer \u2013\u00a0In building"", ""Hot water"", ""Clothing storage"", ""Shampoo"", ""Body soap"", ""Essentials"", ""Dryer \u2013 In building"", ""Conditioner"", ""Dedicated workspace"", ""Self check-in"", ""Mini fridge"", ""Hair dryer"", ""Wifi"", ""Shower gel"", ""Bathtub"", ""Heating"", ""Air conditioning"", ""Bed linens"", ""Cleaning products"", ""Lockbox"", ""Long term stays allowed""]",1,Shibuya Ku,35.6590763,139.6964422,4.54,4.42,4.63,4.68,4.78,4.83,4.71,59,f,100%,100%,t,4,229,t,375.5738195594397,2.0,8350.973807892375,533.132011894814,2310000,141.30850970684295
1006249995078362487,7 min. walk from Keikyu Kamata Station/202,https://www.airbnb.com/rooms/1006249995078362487,"$9,016.00",Entire home/apt,Entire rental unit,3,0.0,2.0,1 bath,"[""Rice maker"", ""Hangers"", ""Clothing storage: closet"", ""Hot water"", ""Shampoo"", ""Washer"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Essentials"", ""Freezer"", ""Conditioner"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Hair dryer"", ""Wifi"", ""Gas stove"", ""Bathtub"", ""Heating"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Refrigerator"", ""Bed linens"", ""Cleaning products"", ""Long term stays allowed""]",1,Ota Ku,35.56547578141835,139.72163248377942,4.83,4.72,4.9,4.79,4.28,4.86,4.79,29,f,97%,99%,t,22,262,t,598.3575056421467,0.0,16630.708367202304,12996.78791084116,3180000,531.1565386039568
1006251698856532063,7 min. walk from Keikyu Kamata Station/402,https://www.airbnb.com/rooms/1006251698856532063,"$9,016.00",Entire home/apt,Entire rental unit,3,0.0,2.0,1 bath,"[""Rice maker"", ""Hangers"", ""Clothing storage: closet"", ""Hot water"", ""Shampoo"", ""Washer"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Essentials"", ""Freezer"", ""Conditioner"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Hair dryer"", ""Wifi"", ""Gas stove"", ""Bathtub"", ""Heating"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Refrigerator"", ""Bed linens"", ""Cleaning products"", ""Long term stays allowed""]",1,Ota Ku,35.56558,139.72381,4.53,4.82,4.59,4.65,4.41,4.88,4.59,17,f,97%,99%,t,22,239,t,512.6019696949152,0.0,16546.24423559258,13027.34108423089,1810000,651.9031079786553
1006252843361643010,7 min. walk from Keikyu Kamata Station/503,https://www.airbnb.com/rooms/1006252843361643010,"$9,016.00",Entire home/apt,Entire rental unit,3,0.0,2.0,1 bath,"[""Rice maker"", ""Hangers"", ""Hot water"", ""Shampoo"", ""Washer"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Essentials"", ""Freezer"", ""Conditioner"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Hair dryer"", ""Wifi"", ""Gas stove"", ""Bathtub"", ""Heating"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Refrigerator"", ""Bed linens"", ""Cleaning products"", ""Long term stays allowed""]",1,Ota Ku,35.56514811701914,139.7229550646404,4.43,4.21,4.64,4.29,4.29,4.36,4.5,14,f,97%,99%,t,22,224,t,496.8914132334765,2.0,16630.23202879535,13067.388297720036,1810000,585.7012864819964
1006605463324515170,2023 New / 5min to Station / Ikebukuro Kanamecho,https://www.airbnb.com/rooms/1006605463324515170,"$6,935.00",Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,"[""Safe"", ""Hangers"", ""Hot water"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Smart lock"", ""Essentials"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Wifi"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Long term stays allowed""]",2,Toshima Ku,35.7352926,139.6974494,4.83,4.67,5.0,5.0,4.89,4.94,4.83,18,f,100%,100%,t,100,118,t,307.1481552665441,2.0,10645.48149559628,10475.53038075313,784000,109.8716732656082
1006605693154099510,2023 New / 5min to Station / Ikebukuro Kanamecho,https://www.airbnb.com/rooms/1006605693154099510,"$6,935.00",Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,"[""Safe"", ""Hangers"", ""Hot water"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Smart lock"", ""Essentials"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Wifi"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Long term stays allowed""]",2,Toshima Ku,35.7352926,139.6974494,4.82,4.71,4.71,4.82,4.82,4.94,4.88,17,f,100%,100%,t,100,40,t,307.1481552665441,2.0,10645.48149559628,10475.53038075313,784000,109.8716732656082
1006605959757794034,2023 New / 5min to Station / Ikebukuro Kanamecho,https://www.airbnb.com/rooms/1006605959757794034,"$8,640.00",Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,"[""Safe"", ""Hangers"", ""Hot water"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Smart lock"", ""Essentials"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Wifi"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Long term stays allowed""]",2,Toshima Ku,35.7352926,139.6974494,4.75,4.63,4.71,4.88,4.79,4.67,4.75,24,f,100%,100%,t,100,118,t,307.1481552665441,2.0,10645.48149559628,10475.53038075313,784000,109.8716732656082
1006606120915182444,2023 New / 5min to Station / Ikebukuro Kanamecho,https://www.airbnb.com/rooms/1006606120915182444,"$8,640.00",Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,"[""Safe"", ""Hangers"", ""Hot water"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Smart lock"", ""Essentials"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Wifi"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Long term stays allowed""]",2,Toshima Ku,35.7352926,139.6974494,4.79,4.71,4.86,4.86,4.93,5.0,4.86,14,f,100%,100%,t,100,41,t,307.1481552665441,2.0,10645.48149559628,10475.53038075313,784000,109.8716732656082
1006606546119338742,2023 New / 5min to Station / Ikebukuro Kanamecho,https://www.airbnb.com/rooms/1006606546119338742,"$7,389.00",Entire home/apt,Entire rental unit,3,1.0,2.0,1 bath,"[""Safe"", ""Hangers"", ""Hot water"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Smart lock"", ""Essentials"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Wifi"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Long term stays allowed""]",2,Toshima Ku,35.7352926,139.6974494,5.0,4.95,5.0,5.0,4.95,5.0,5.0,21,f,100%,100%,t,100,85,t,307.1481552665441,2.0,10645.48149559628,10475.53038075313,784000,109.8716732656082
1006606671313606586,2023 New / 5min to Station / Ikebukuro Kanamecho,https://www.airbnb.com/rooms/1006606671313606586,"$7,389.00",Entire home/apt,Entire rental unit,3,1.0,2.0,1 bath,"[""Safe"", ""Hangers"", ""Hot water"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Smart lock"", ""Essentials"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Wifi"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Long term stays allowed""]",2,Toshima Ku,35.7352926,139.6974494,4.89,4.78,4.94,4.89,4.94,4.94,4.83,18,f,100%,100%,t,100,22,t,307.1481552665441,2.0,10645.48149559628,10475.53038075313,784000,109.8716732656082
1006606826347932682,2023 New / 5min to Station / Ikebukuro Kanamecho,https://www.airbnb.com/rooms/1006606826347932682,"$7,389.00",Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,"[""Safe"", ""Hangers"", ""Hot water"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Smart lock"", ""Essentials"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Wifi"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Long term stays allowed""]",2,Toshima Ku,35.7353568,139.6973408,4.47,4.5,4.86,4.79,4.64,4.57,4.43,15,f,100%,100%,t,100,39,t,319.9290584552769,2.0,10660.294693760075,10484.81964592782,784000,113.9951957899015
1006606964126769824,2023 New / 5min to Station / Ikebukuro Kanamecho,https://www.airbnb.com/rooms/1006606964126769824,"$7,389.00",Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,"[""Safe"", ""Hangers"", ""Hot water"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Smart lock"", ""Essentials"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Wifi"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Long term stays allowed""]",2,Toshima Ku,35.7353568,139.6973408,4.68,4.64,4.76,4.72,4.76,4.76,4.52,25,f,100%,100%,t,100,118,t,319.9290584552769,2.0,10660.294693760075,10484.81964592782,784000,113.9951957899015
1006607089097228002,2023 New / 5min to Station / Ikebukuro Kanamecho,https://www.airbnb.com/rooms/1006607089097228002,"$8,640.00",Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,"[""Safe"", ""Hangers"", ""Hot water"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Smart lock"", ""Essentials"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Wifi"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Long term stays allowed""]",2,Toshima Ku,35.7353568,139.6973408,4.89,4.83,4.94,5.0,5.0,4.89,4.89,18,f,100%,100%,t,100,18,t,319.9290584552769,2.0,10660.294693760075,10484.81964592782,784000,113.9951957899015
1006607192110744774,2023 New / 5min to Station / Ikebukuro Kanamecho,https://www.airbnb.com/rooms/1006607192110744774,"$8,640.00",Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,"[""Safe"", ""Hangers"", ""Hot water"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Smart lock"", ""Essentials"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Wifi"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Long term stays allowed""]",2,Toshima Ku,35.7353568,139.6973408,5.0,4.86,5.0,4.91,4.91,5.0,4.86,22,f,100%,100%,t,100,81,t,319.9290584552769,2.0,10660.294693760075,10484.81964592782,784000,113.9951957899015
1006607339780879262,2023 New / 5min to Station / Ikebukuro Kanamecho,https://www.airbnb.com/rooms/1006607339780879262,"$9,345.00",Entire home/apt,Entire rental unit,4,1.0,1.0,1 bath,"[""Safe"", ""Hangers"", ""Hot water"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Smart lock"", ""Essentials"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Wifi"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Long term stays allowed""]",2,Toshima Ku,35.7353568,139.6973408,4.85,4.75,4.85,4.85,4.9,4.85,4.85,20,f,100%,100%,t,100,31,t,319.9290584552769,2.0,10660.294693760075,10484.81964592782,784000,113.9951957899015
1006607477187922970,2023 New / 5min to Station / Ikebukuro Kanamecho,https://www.airbnb.com/rooms/1006607477187922970,"$9,345.00",Entire home/apt,Entire rental unit,4,1.0,1.0,1 bath,"[""Safe"", ""Hangers"", ""Hot water"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Smart lock"", ""Essentials"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Wifi"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Long term stays allowed""]",2,Toshima Ku,35.7353568,139.6973408,4.93,4.86,5.0,4.79,5.0,4.93,4.86,14,f,100%,100%,t,100,107,t,319.9290584552769,2.0,10660.294693760075,10484.81964592782,784000,113.9951957899015
1006607605830071606,2023 New / 5min to Station / Ikebukuro Kanamecho,https://www.airbnb.com/rooms/1006607605830071606,"$8,026.00",Entire home/apt,Entire rental unit,4,1.0,1.0,1 bath,"[""Safe"", ""Hangers"", ""Hot water"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Smart lock"", ""Essentials"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Wifi"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Long term stays allowed""]",2,Toshima Ku,35.7353568,139.6973408,4.73,4.85,4.92,4.73,4.85,4.92,4.81,26,f,100%,100%,t,100,42,t,319.9290584552769,2.0,10660.294693760075,10484.81964592782,784000,113.9951957899015
1006607716706713223,2023 New / 5min to Station / Ikebukuro Kanamecho,https://www.airbnb.com/rooms/1006607716706713223,"$8,026.00",Entire home/apt,Entire rental unit,4,1.0,1.0,1 bath,"[""Safe"", ""Hangers"", ""Hot water"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Smart lock"", ""Essentials"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Wifi"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Long term stays allowed""]",2,Toshima Ku,35.7353568,139.6973408,4.63,4.53,4.68,4.68,4.74,4.79,4.68,19,f,100%,100%,t,100,118,t,319.9290584552769,2.0,10660.294693760075,10484.81964592782,784000,113.9951957899015
1006903515484656034,【A】　渋谷駅から徒歩4分！　繁華街の中心！　観光地へのアクセス良好！,https://www.airbnb.com/rooms/1006903515484656034,"$19,972.00",Entire home/apt,Entire rental unit,2,1.0,2.0,Half-bath,"[""Hangers"", ""Room-darkening shades"", ""Washer \u2013\u00a0In building"", ""Hot water"", ""Clothing storage"", ""Shampoo"", ""Body soap"", ""Essentials"", ""Dryer \u2013 In building"", ""Conditioner"", ""Dedicated workspace"", ""Self check-in"", ""Mini fridge"", ""Hair dryer"", ""Wifi"", ""Shower gel"", ""Bathtub"", ""Heating"", ""Air conditioning"", ""Bed linens"", ""Cleaning products"", ""Lockbox"", ""Long term stays allowed""]",1,Shibuya Ku,35.6590763,139.6964422,4.53,4.76,4.67,4.74,4.78,4.88,4.78,58,f,100%,100%,t,4,167,t,375.5738195594397,2.0,8350.973807892375,533.132011894814,2310000,141.30850970684295
1006939897553117006,駅徒歩7分/新宿まで13分/渋谷まで20分/2〜4名家族向け/長期滞在OK/WiFi FREE,https://www.airbnb.com/rooms/1006939897553117006,"$24,022.00",Private room,Private room in rental unit,4,1.0,2.0,1 private bath,"[""Rice maker"", ""Keypad"", ""Hangers"", ""Room-darkening shades"", ""Elevator"", ""Drying rack for clothing"", ""Shampoo"", ""Washer"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Essentials"", ""Freezer"", ""Conditioner"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Wifi"", ""Bathtub"", ""Heating"", ""Smoke alarm"", ""Air conditioning"", ""Microwave"", ""Refrigerator"", ""Bed linens"", ""Cleaning products"", ""Cooking basics"", ""Dining table"", ""TV"", ""Long term stays allowed""]",2,Shinjuku Ku,35.70856071683691,139.72525720045718,4.88,4.79,4.91,4.68,4.82,4.88,4.91,34,t,100%,100%,t,2,219,f,522.0565619567053,0.0,5892.922085445958,7308.776226547092,1130000,213.7574373232119
1006983987651310274,ラフォレ１０１,https://www.airbnb.com/rooms/1006983987651310274,"$11,500.00",Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,"[""Fire extinguisher"", ""Wifi"", ""Smoke alarm"", ""Air conditioning"", ""Washer"", ""Dedicated workspace"", ""TV"", ""Kitchen""]",1,Setagaya Ku,35.66526,139.63178,4.85,4.77,4.62,4.62,4.92,4.92,4.92,13,t,67%,91%,t,5,97,f,327.9903913977423,1.0,15132.253480747131,7779.397423840918,1010000,385.7027744112489
1007655949706145560,Asakusa&Skytree area/ King bed/ 25m2/ 3pax,https://www.airbnb.com/rooms/1007655949706145560,"$18,093.00",Entire home/apt,Entire rental unit,3,1.0,2.0,1 bath,"[""Extra pillows and blankets"", ""Rice maker"", ""Hangers"", ""Room-darkening shades"", ""Elevator"", ""Children\u2019s dinnerware"", ""Hot water"", ""Shampoo"", ""Iron"", ""Stove"", ""Bidet"", ""Body soap"", ""Essentials"", ""Freezer"", ""Coffee"", ""Conditioner"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Fast wifi \u2013 349 Mbps"", ""Self check-in"", ""Hair dryer"", ""Bathtub"", ""First aid kit"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Refrigerator"", ""Bed linens"", ""Cleaning products"", ""Cooking basics"", ""Lockbox"", ""TV"", ""Long term stays allowed""]",3,Sumida Ku,35.715412052977605,139.80868320213466,4.95,4.88,4.93,4.75,4.93,5.0,4.93,40,t,100%,91%,t,7,235,f,682.8592586680298,0.0,6639.039052280887,14248.124380316156,692000,351.0519810381159
1007687733162586361,303＃SHIN　HOTEL　APT池袋ikebukuro,https://www.airbnb.com/rooms/1007687733162586361,"$7,926.00",Entire home/apt,Entire rental unit,2,1.0,2.0,1 bath,"[""Ethernet connection"", ""Hangers"", ""Room-darkening shades"", ""Hot water"", ""Shampoo"", ""Washer"", ""Fire extinguisher"", ""Stove"", ""Essentials"", ""Laundromat nearby"", ""Conditioner"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Mini fridge"", ""Hair dryer"", ""Wifi"", ""Shower gel"", ""Heating"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Bed linens"", ""Long term stays allowed""]",1,Toshima Ku,35.74431,139.70972,4.38,4.41,4.41,4.3,4.59,4.73,4.51,37,f,100%,100%,t,8,211,t,670.1383714763008,0.0,10680.810727709577,11741.908541699337,714000,395.0039027357776
